"REF_DATE","GEO","DGUID","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1991-01","Canada","2016A000011124","Consumer credit and mortgage liabilities to net worth","Percent","239","units ","0","v52020752","1.7","18.73","","","","2"
"1991-01","Canada","2016A000011124","Total assets to net worth","Percent","239","units ","0","v52020753","1.8","121.60","","","","2"
"1991-01","Canada","2016A000011124","Financial assets to net worth","Percent","239","units ","0","v52020754","1.9","65.16","","","","2"
"1991-01","Canada","2016A000011124","Financial assets to non-financial assets","Percent","239","units ","0","v52020755","1.10","115.45","","","","2"
"1991-01","Canada","2016A000011124","Owner's equity as a percentage of real estate","Percent","239","units ","0","v52020756","1.11","68.29","","","","2"
"1991-01","Canada","2016A000011124","Real estate as a percentage of personal disposable income","Percent","239","units ","0","v53030098","1.14","190.85","","","","2"
"1991-04","Canada","2016A000011124","Debt to gross domestic product (GDP)","Percent","239","units ","0","v52020746","1.1","64.06","","","","2"
"1991-04","Canada","2016A000011124","Debt to personal disposable income","Percent","239","units ","0","v52020747","1.2","91.84","","","","2"
"1991-04","Canada","2016A000011124","Credit market debt to personal disposable income","Percent","239","units ","0","v53030096","1.12","89.92","","","","2"
"1991-04","Canada","2016A000011124","Consumer credit and mortgage liabilities to personal disposable income","Percent","239","units ","0","v52020748","1.3","80.03","","","","2"
"1991-04","Canada","2016A000011124","Net worth as a percentage of personal disposable income","Percent","239","units ","0","v52020749","1.4","425.81","","","","2"
"1991-04","Canada","2016A000011124","Debt to total assets","Percent","239","units ","0","v52020750","1.5","17.99","","","","2"
"1991-04","Canada","2016A000011124","Debt to net worth","Percent","239","units ","0","v52020751","1.6","21.94","","","","2"
"1991-04","Canada","2016A000011124","Credit market debt to net worth","Percent","239","units ","0","v53030097","1.13","21.40","","","","2"
"1991-04","Canada","2016A000011124","Consumer credit and mortgage liabilities to net worth","Percent","239","units ","0","v52020752","1.7","18.92","","","","2"
"1991-04","Canada","2016A000011124","Total assets to net worth","Percent","239","units ","0","v52020753","1.8","121.94","","","","2"
"1991-04","Canada","2016A000011124","Financial assets to net worth","Percent","239","units ","0","v52020754","1.9","65.44","","","","2"
"1991-04","Canada","2016A000011124","Financial assets to non-financial assets","Percent","239","units ","0","v52020755","1.10","115.82","","","","2"
"1991-04","Canada","2016A000011124","Owner's equity as a percentage of real estate","Percent","239","units ","0","v52020756","1.11","67.99","","","","2"
"1991-04","Canada","2016A000011124","Real estate as a percentage of personal disposable income","Percent","239","units ","0","v53030098","1.14","191.54","","","","2"
"1991-07","Canada","2016A000011124","Debt to gross domestic product (GDP)","Percent","239","units ","0","v52020746","1.1","64.76","","","","2"
"1991-07","Canada","2016A000011124","Debt to personal disposable income","Percent","239","units ","0","v52020747","1.2","92.14","","","","2"
"1991-07","Canada","2016A000011124","Credit market debt to personal disposable income","Percent","239","units ","0","v53030096","1.12","90.52","","","","2"
"1991-07","Canada","2016A000011124","Consumer credit and mortgage liabilities to personal disposable income","Percent","239","units ","0","v52020748","1.3","80.91","","","","2"
"1991-07","Canada","2016A000011124","Net worth as a percentage of personal disposable income","Percent","239","units ","0","v52020749","1.4","429.80","","","","2"
"1991-07","Canada","2016A000011124","Debt to total assets","Percent","239","units ","0","v52020750","1.5","17.93","","","","2"
"1991-07","Canada","2016A000011124","Debt to net worth","Percent","239","units ","0","v52020751","1.6","21.84","","","","2"
"1991-07","Canada","2016A000011124","Credit market debt to net worth","Percent","239","units ","0","v53030097","1.13","21.37","","","","2"
"1991-07","Canada","2016A000011124","Consumer credit and mortgage liabilities to net worth","Percent","239","units ","0","v52020752","1.7","19.02","","","","2"
"1991-07","Canada","2016A000011124","Total assets to net worth","Percent","239","units ","0","v52020753","1.8","121.84","","","","2"
"1991-07","Canada","2016A000011124","Financial assets to net worth","Percent","239","units ","0","v52020754","1.9","65.79","","","","2"
"1991-07","Canada","2016A000011124","Financial assets to non-financial assets","Percent","239","units ","0","v52020755","1.10","117.38","","","","2"
"1991-07","Canada","2016A000011124","Owner's equity as a percentage of real estate","Percent","239","units ","0","v52020756","1.11","67.56","","","","2"
"1991-07","Canada","2016A000011124","Real estate as a percentage of personal disposable income","Percent","239","units ","0","v53030098","1.14","191.54","","","","2"
"1991-10","Canada","2016A000011124","Debt to gross domestic product (GDP)","Percent","239","units ","0","v52020746","1.1","64.65","","","","2"
"1991-10","Canada","2016A000011124","Debt to personal disposable income","Percent","239","units ","0","v52020747","1.2","93.63","","","","2"
"1991-10","Canada","2016A000011124","Credit market debt to personal disposable income","Percent","239","units ","0","v53030096","1.12","92.05","","","","2"
"1991-10","Canada","2016A000011124","Consumer credit and mortgage liabilities to personal disposable income","Percent","239","units ","0","v52020748","1.3","82.46","","","","2"
"1991-10","Canada","2016A000011124","Net worth as a percentage of personal disposable income","Percent","239","units ","0","v52020749","1.4","435.92","","","","2"
"1991-10","Canada","2016A000011124","Debt to total assets","Percent","239","units ","0","v52020750","1.5","17.70","","","","2"
"1991-10","Canada","2016A000011124","Debt to net worth","Percent","239","units ","0","v52020751","1.6","21.51","","","","2"
"1991-10","Canada","2016A000011124","Credit market debt to net worth","Percent","239","units ","0","v53030097","1.13","21.15","","","","2"
"1991-10","Canada","2016A000011124","Consumer credit and mortgage liabilities to net worth","Percent","239","units ","0","v52020752","1.7","18.95","","","","2"
"1991-10","Canada","2016A000011124","Total assets to net worth","Percent","239","units ","0","v52020753","1.8","121.51","","","","2"
"1991-10","Canada","2016A000011124","Financial assets to net worth","Percent","239","units ","0","v52020754","1.9","65.95","","","","2"
"1991-10","Canada","2016A000011124","Financial assets to non-financial assets","Percent","239","units ","0","v52020755","1.10","118.68","","","","2"
"1991-10","Canada","2016A000011124","Owner's equity as a percentage of real estate","Percent","239","units ","0","v52020756","1.11","67.26","","","","2"
"1991-10","Canada","2016A000011124","Real estate as a percentage of personal disposable income","Percent","239","units ","0","v53030098","1.14","192.94","","","","2"
"1992-01","Canada","2016A000011124","Debt to gross domestic product (GDP)","Percent","239","units ","0","v52020746","1.1","64.66","","","","2"
"1992-01","Canada","2016A000011124","Debt to personal disposable income","Percent","239","units ","0","v52020747","1.2","95.07","","","","2"
"1992-01","Canada","2016A000011124","Credit market debt to personal disposable income","Percent","239","units ","0","v53030096","1.12","93.30","","","","2"
"1992-01","Canada","2016A000011124","Consumer credit and mortgage liabilities to personal disposable income","Percent","239","units ","0","v52020748","1.3","83.60","","","","2"
"1992-01","Canada","2016A000011124","Net worth as a percentage of personal disposable income","Percent","239","units ","0","v52020749","1.4","436.44","","","","2"
"1992-01","Canada","2016A000011124","Debt to total assets","Percent","239","units ","0","v52020750","1.5","17.72","","","","2"
"1992-01","Canada","2016A000011124","Debt to net worth","Percent","239","units ","0","v52020751","1.6","21.54","","","","2"
"1992-01","Canada","2016A000011124","Credit market debt to net worth","Percent","239","units ","0","v53030097","1.13","21.18","","","","2"
"1992-01","Canada","2016A000011124","Consumer credit and mortgage liabilities to net worth","Percent","239","units ","0","v52020752","1.7","18.96","","","","2"
"1992-01","Canada","2016A000011124","Total assets to net worth","Percent","239","units ","0","v52020753","1.8","121.54","","","","2"
"1992-01","Canada","2016A000011124","Financial assets to net worth","Percent","239","units ","0","v52020754","1.9","65.83","","","","2"
"1992-01","Canada","2016A000011124","Financial assets to non-financial assets","Percent","239","units ","0","v52020755","1.10","118.14","","","","2"
"1992-01","Canada","2016A000011124","Owner's equity as a percentage of real estate","Percent","239","units ","0","v52020756","1.11","67.31","","","","2"
"1992-01","Canada","2016A000011124","Real estate as a percentage of personal disposable income","Percent","239","units ","0","v53030098","1.14","194.58","","","","2"
"1992-04","Canada","2016A000011124","Debt to gross domestic product (GDP)","Percent","239","units ","0","v52020746","1.1","65.57","","","","2"
"1992-04","Canada","2016A000011124","Debt to personal disposable income","Percent","239","units ","0","v52020747","1.2","94.11","","","","2"
"1992-04","Canada","2016A000011124","Credit market debt to personal disposable income","Percent","239","units ","0","v53030096","1.12","92.50","","","","2"
"1992-04","Canada","2016A000011124","Consumer credit and mortgage liabilities to personal disposable income","Percent","239","units ","0","v52020748","1.3","82.95","","","","2"
"1992-04","Canada","2016A000011124","Net worth as a percentage of personal disposable income","Percent","239","units ","0","v52020749","1.4","440.51","","","","2"
"1992-04","Canada","2016A000011124","Debt to total assets","Percent","239","units ","0","v52020750","1.5","17.75","","","","2"
"1992-04","Canada","2016A000011124","Debt to net worth","Percent","239","units ","0","v52020751","1.6","21.58","","","","2"
"1992-04","Canada","2016A000011124","Credit market debt to net worth","Percent","239","units ","0","v53030097","1.13","21.19","","","","2"
"1992-04","Canada","2016A000011124","Consumer credit and mortgage liabilities to net worth","Percent","239","units ","0","v52020752","1.7","18.99","","","","2"
"1992-04","Canada","2016A000011124","Total assets to net worth","Percent","239","units ","0","v52020753","1.8","121.58","","","","2"
"1992-04","Canada","2016A000011124","Financial assets to net worth","Percent","239","units ","0","v52020754","1.9","66.34","","","","2"
"1992-04","Canada","2016A000011124","Financial assets to non-financial assets","Percent","239","units ","0","v52020755","1.10","120.09","","","","2"
"1992-04","Canada","2016A000011124","Owner's equity as a percentage of real estate","Percent","239","units ","0","v52020756","1.11","66.89","","","","2"
"1992-04","Canada","2016A000011124","Real estate as a percentage of personal disposable income","Percent","239","units ","0","v53030098","1.14","194.83","","","","2"
"1992-07","Canada","2016A000011124","Debt to gross domestic product (GDP)","Percent","239","units ","0","v52020746","1.1","66.26","","","","2"
"1992-07","Canada","2016A000011124","Debt to personal disposable income","Percent","239","units ","0","v52020747","1.2","94.26","","","","2"
"1992-07","Canada","2016A000011124","Credit market debt to personal disposable income","Percent","239","units ","0","v53030096","1.12","92.72","","","","2"
"1992-07","Canada","2016A000011124","Consumer credit and mortgage liabilities to personal disposable income","Percent","239","units ","0","v52020748","1.3","83.20","","","","2"
"1992-07","Canada","2016A000011124","Net worth as a percentage of personal disposable income","Percent","239","units ","0","v52020749","1.4","444.48","","","","2"
"1992-07","Canada","2016A000011124","Debt to total assets","Percent","239","units ","0","v52020750","1.5","17.73","","","","2"
"1992-07","Canada","2016A000011124","Debt to net worth","Percent","239","units ","0","v52020751","1.6","21.54","","","","2"
"1992-07","Canada","2016A000011124","Credit market debt to net worth","Percent","239","units ","0","v53030097","1.13","21.20","","","","2"
"1992-07","Canada","2016A000011124","Consumer credit and mortgage liabilities to net worth","Percent","239","units ","0","v52020752","1.7","19.02","","","","2"
"1992-07","Canada","2016A000011124","Total assets to net worth","Percent","239","units ","0","v52020753","1.8","121.54","","","","2"
"1992-07","Canada","2016A000011124","Financial assets to net worth","Percent","239","units ","0","v52020754","1.9","66.73","","","","2"
"1992-07","Canada","2016A000011124","Financial assets to non-financial assets","Percent","239","units ","0","v52020755","1.10","121.74","","","","2"
"1992-07","Canada","2016A000011124","Owner's equity as a percentage of real estate","Percent","239","units ","0","v52020756","1.11","66.50","","","","2"
"1992-07","Canada","2016A000011124","Real estate as a percentage of personal disposable income","Percent","239","units ","0","v53030098","1.14","195.00","","","","2"
"1992-10","Canada","2016A000011124","Debt to gross domestic product (GDP)","Percent","239","units ","0","v52020746","1.1","66.71","","","","2"
"1992-10","Canada","2016A000011124","Debt to personal disposable income","Percent","239","units ","0","v52020747","1.2","96.07","","","","2"
"1992-10","Canada","2016A000011124","Credit market debt to personal disposable income","Percent","239","units ","0","v53030096","1.12","94.49","","","","2"
"1992-10","Canada","2016A000011124","Consumer credit and mortgage liabilities to personal disposable income","Percent","239","units ","0","v52020748","1.3","84.72","","","","2"
"1992-10","Canada","2016A000011124","Net worth as a percentage of personal disposable income","Percent","239","units ","0","v52020749","1.4","447.90","","","","2"
"1992-10","Canada","2016A000011124","Debt to total assets","Percent","239","units ","0","v52020750","1.5","17.75","","","","2"
"1992-10","Canada","2016A000011124","Debt to net worth","Percent","239","units ","0","v52020751","1.6","21.58","","","","2"
"1992-10","Canada","2016A000011124","Credit market debt to net worth","Percent","239","units ","0","v53030097","1.13","21.23","","","","2"
"1992-10","Canada","2016A000011124","Consumer credit and mortgage liabilities to net worth","Percent","239","units ","0","v52020752","1.7","19.03","","","","2"
"1992-10","Canada","2016A000011124","Total assets to net worth","Percent","239","units ","0","v52020753","1.8","121.58","","","","2"
"1992-10","Canada","2016A000011124","Financial assets to net worth","Percent","239","units ","0","v52020754","1.9","66.37","","","","2"
"1992-10","Canada","2016A000011124","Financial assets to non-financial assets","Percent","239","units ","0","v52020755","1.10","120.21","","","","2"
"1992-10","Canada","2016A000011124","Owner's equity as a percentage of real estate","Percent","239","units ","0","v52020756","1.11","66.67","","","","2"
"1992-10","Canada","2016A000011124","Real estate as a percentage of personal disposable income","Percent","239","units ","0","v53030098","1.14","198.55","","","","2"
"1993-01","Canada","2016A000011124","Debt to gross domestic product (GDP)","Percent","239","units ","0","v52020746","1.1","66.16","","","","2"
"1993-01","Canada","2016A000011124","Debt to personal disposable income","Percent","239","units ","0","v52020747","1.2","95.65","","","","2"
"1993-01","Canada","2016A000011124","Credit market debt to personal disposable income","Percent","239","units ","0","v53030096","1.12","94.14","","","","2"
"1993-01","Canada","2016A000011124","Consumer credit and mortgage liabilities to personal disposable income","Percent","239","units ","0","v52020748","1.3","84.32","","","","2"
"1993-01","Canada","2016A000011124","Net worth as a percentage of personal disposable income","Percent","239","units ","0","v52020749","1.4","456.47","","","","2"
"1993-01","Canada","2016A000011124","Debt to total assets","Percent","239","units ","0","v52020750","1.5","17.37","","","","2"
"1993-01","Canada","2016A000011124","Debt to net worth","Percent","239","units ","0","v52020751","1.6","21.02","","","","2"
"1993-01","Canada","2016A000011124","Credit market debt to net worth","Percent","239","units ","0","v53030097","1.13","20.71","","","","2"
"1993-01","Canada","2016A000011124","Consumer credit and mortgage liabilities to net worth","Percent","239","units ","0","v52020752","1.7","18.59","","","","2"
"1993-01","Canada","2016A000011124","Total assets to net worth","Percent","239","units ","0","v52020753","1.8","121.02","","","","2"
"1993-01","Canada","2016A000011124","Financial assets to net worth","Percent","239","units ","0","v52020754","1.9","66.55","","","","2"
"1993-01","Canada","2016A000011124","Financial assets to non-financial assets","Percent","239","units ","0","v52020755","1.10","122.19","","","","2"
"1993-01","Canada","2016A000011124","Owner's equity as a percentage of real estate","Percent","239","units ","0","v52020756","1.11","67.10","","","","2"
"1993-01","Canada","2016A000011124","Real estate as a percentage of personal disposable income","Percent","239","units ","0","v53030098","1.14","200.44","","","","2"
"1993-04","Canada","2016A000011124","Debt to gross domestic product (GDP)","Percent","239","units ","0","v52020746","1.1","67.05","","","","2"
"1993-04","Canada","2016A000011124","Debt to personal disposable income","Percent","239","units ","0","v52020747","1.2","96.35","","","","2"
"1993-04","Canada","2016A000011124","Credit market debt to personal disposable income","Percent","239","units ","0","v53030096","1.12","94.72","","","","2"
"1993-04","Canada","2016A000011124","Consumer credit and mortgage liabilities to personal disposable income","Percent","239","units ","0","v52020748","1.3","84.83","","","","2"
"1993-04","Canada","2016A000011124","Net worth as a percentage of personal disposable income","Percent","239","units ","0","v52020749","1.4","464.45","","","","2"
"1993-04","Canada","2016A000011124","Debt to total assets","Percent","239","units ","0","v52020750","1.5","17.26","","","","2"
"1993-04","Canada","2016A000011124","Debt to net worth","Percent","239","units ","0","v52020751","1.6","20.86","","","","2"
"1993-04","Canada","2016A000011124","Credit market debt to net worth","Percent","239","units ","0","v53030097","1.13","20.46","","","","2"
"1993-04","Canada","2016A000011124","Consumer credit and mortgage liabilities to net worth","Percent","239","units ","0","v52020752","1.7","18.34","","","","2"
"1993-04","Canada","2016A000011124","Total assets to net worth","Percent","239","units ","0","v52020753","1.8","120.86","","","","2"
"1993-04","Canada","2016A000011124","Financial assets to net worth","Percent","239","units ","0","v52020754","1.9","67.46","","","","2"
"1993-04","Canada","2016A000011124","Financial assets to non-financial assets","Percent","239","units ","0","v52020755","1.10","126.32","","","","2"
"1993-04","Canada","2016A000011124","Owner's equity as a percentage of real estate","Percent","239","units ","0","v52020756","1.11","66.94","","","","2"
"1993-04","Canada","2016A000011124","Real estate as a percentage of personal disposable income","Percent","239","units ","0","v53030098","1.14","200.15","","","","2"
"1993-07","Canada","2016A000011124","Debt to gross domestic product (GDP)","Percent","239","units ","0","v52020746","1.1","67.74","","","","2"
"1993-07","Canada","2016A000011124","Debt to personal disposable income","Percent","239","units ","0","v52020747","1.2","98.32","","","","2"
"1993-07","Canada","2016A000011124","Credit market debt to personal disposable income","Percent","239","units ","0","v53030096","1.12","96.66","","","","2"
"1993-07","Canada","2016A000011124","Consumer credit and mortgage liabilities to personal disposable income","Percent","239","units ","0","v52020748","1.3","86.51","","","","2"
"1993-07","Canada","2016A000011124","Net worth as a percentage of personal disposable income","Percent","239","units ","0","v52020749","1.4","473.00","","","","2"
"1993-07","Canada","2016A000011124","Debt to total assets","Percent","239","units ","0","v52020750","1.5","17.25","","","","2"
"1993-07","Canada","2016A000011124","Debt to net worth","Percent","239","units ","0","v52020751","1.6","20.84","","","","2"
"1993-07","Canada","2016A000011124","Credit market debt to net worth","Percent","239","units ","0","v53030097","1.13","20.45","","","","2"
"1993-07","Canada","2016A000011124","Consumer credit and mortgage liabilities to net worth","Percent","239","units ","0","v52020752","1.7","18.36","","","","2"
"1993-07","Canada","2016A000011124","Total assets to net worth","Percent","239","units ","0","v52020753","1.8","120.84","","","","2"
"1993-07","Canada","2016A000011124","Financial assets to net worth","Percent","239","units ","0","v52020754","1.9","67.70","","","","2"
"1993-07","Canada","2016A000011124","Financial assets to non-financial assets","Percent","239","units ","0","v52020755","1.10","127.40","","","","2"
"1993-07","Canada","2016A000011124","Owner's equity as a percentage of real estate","Percent","239","units ","0","v52020756","1.11","66.70","","","","2"
"1993-07","Canada","2016A000011124","Real estate as a percentage of personal disposable income","Percent","239","units ","0","v53030098","1.14","202.65","","","","2"
"1993-10","Canada","2016A000011124","Debt to gross domestic product (GDP)","Percent","239","units ","0","v52020746","1.1","67.75","","","","2"
"1993-10","Canada","2016A000011124","Debt to personal disposable income","Percent","239","units ","0","v52020747","1.2","100.32","","","","2"
"1993-10","Canada","2016A000011124","Credit market debt to personal disposable income","Percent","239","units ","0","v53030096","1.12","98.72","","","","2"
"1993-10","Canada","2016A000011124","Consumer credit and mortgage liabilities to personal disposable income","Percent","239","units ","0","v52020748","1.3","88.31","","","","2"
"1993-10","Canada","2016A000011124","Net worth as a percentage of personal disposable income","Percent","239","units ","0","v52020749","1.4","484.75","","","","2"
"1993-10","Canada","2016A000011124","Debt to total assets","Percent","239","units ","0","v52020750","1.5","17.04","","","","2"
"1993-10","Canada","2016A000011124","Debt to net worth","Percent","239","units ","0","v52020751","1.6","20.53","","","","2"
"1993-10","Canada","2016A000011124","Credit market debt to net worth","Percent","239","units ","0","v53030097","1.13","20.21","","","","2"
"1993-10","Canada","2016A000011124","Consumer credit and mortgage liabilities to net worth","Percent","239","units ","0","v52020752","1.7","18.07","","","","2"
"1993-10","Canada","2016A000011124","Total assets to net worth","Percent","239","units ","0","v52020753","1.8","120.53","","","","2"
"1993-10","Canada","2016A000011124","Financial assets to net worth","Percent","239","units ","0","v52020754","1.9","67.87","","","","2"
"1993-10","Canada","2016A000011124","Financial assets to non-financial assets","Percent","239","units ","0","v52020755","1.10","128.89","","","","2"
"1993-10","Canada","2016A000011124","Owner's equity as a percentage of real estate","Percent","239","units ","0","v52020756","1.11","66.99","","","","2"
"1993-10","Canada","2016A000011124","Real estate as a percentage of personal disposable income","Percent","239","units ","0","v53030098","1.14","206.02","","","","2"
"1994-01","Canada","2016A000011124","Debt to gross domestic product (GDP)","Percent","239","units ","0","v52020746","1.1","67.29","","","","2"
"1994-01","Canada","2016A000011124","Debt to personal disposable income","Percent","239","units ","0","v52020747","1.2","99.99","","","","2"
"1994-01","Canada","2016A000011124","Credit market debt to personal disposable income","Percent","239","units ","0","v53030096","1.12","98.58","","","","2"
